symbol,roe_change,tagrt_change,workcap_change,eps_change
SZSE.002217_2019q3,-1.3489,5.4542,1137067008,0.04
SZSE.002223_2019q3,-2.3065,-0.7068,61261056,0.1811
SZSE.002174_2019q3,2.0719,3.9183,1174860032,0.34
SZSE.002180_2019q3,3.2281,2.4203,227880704,0.313
SZSE.002176_2019q3,-3.8348,9.0868,-269485184,-0.04
SHSE.601611_2019q3,3.4145,-3.7775,1332151552,0.18
SZSE.002233_2019q3,0.0789,3.658,-255876864,0.2957
SZSE.002183_2019q3,-0.4854,5.7797,611863040,0
SHSE.601608_2019q3,-0.8241,-3.7709,-331664832,0.0008
SHSE.601615_2019q3,0.1049,0.9725,-226118656,0.13
SZSE.002191_2019q3,-0.6949,5.447,129536896,0.15
SZSE.002242_2019q3,0.7805,-0.0187,-147357056,0.28
SZSE.002244_2019q3,-0.5977,26.1389,646828032,0.08
SZSE.002195_2019q3,-3.3502,-46.9067,-197495808,0.0151
SZSE.002250_2019q3,-1.5254,-4.5068,530667456,0.06
SZSE.002302_2019q3,2.8067,-5.2919,355648512,0.2446
SZSE.002249_2019q3,-2.9914,-6.2742,155895808,-0.01
SZSE.002266_2019q3,-0.6222,0.2745,199901024,0.009
SZSE.002317_2019q3,-2.9326,0.7007,-53805056,0.08
SZSE.002268_2019q3,1.8428,-2.1102,2165760,0.014
SZSE.002273_2019q3,3.9532,-0.5532,-2857728,0.18
SHSE.601598_2019q3,-1.0048,-3.1606,2224107008,0.0805
SZSE.002280_2019q3,-0.6534,0.4496,-57086976,0
SZSE.002281_2019q3,1.5676,4.6625,183015424,0.18
SZSE.002340_2019q3,-0.3021,7.8169,38831104,0.05
SZSE.002285_2019q3,-0.7114,2.3673,52989696,0
SHSE.601717_2019q3,-0.5673,-1.2174,701977600,0.19
SHSE.601718_2019q3,0.1224,4.7616,-769265664,0.006
SZSE.002353_2019q3,2.0658,-3.1972,397904384,0.42
SHSE.601678_2019q3,-0.7011,-2.3708,-57398464,0.06
SZSE.002407_2019q3,-0.9728,-4.6801,-456893696,0.02
SZSE.002358_2019q3,-0.2939,2.7004,-19731072,0.02
SZSE.002408_2019q3,-0.197,-62.6252,-207535296,0.101
SZSE.002414_2019q3,0.2922,6.5065,39883392,0.0909
SHSE.601689_2019q3,0.3435,5.2092,-16044800,0.12
SZSE.002371_2019q3,0.8814,11.6102,302800256,0.1983
SZSE.002366_2019q3,-2.6009,17.5617,167087616,0.0029
SZSE.002416_2019q3,1.2054,14.5216,-31488768,0.1079
SZSE.002372_2019q3,0.1251,-6.4282,371708288,0.16
SHSE.601801_2019q3,-0.5838,-10.2941,-8296960,0.09
SZSE.001872_2019q3,-4.1801,-0.7559,-9157215904,0.095
SZSE.002368_2019q3,2.0427,6.2765,8617088,0.1346
SZSE.002423_2019q3,-1.071,-4.5175,1050012672,0.0613
SZSE.002373_2019q3,0.3737,1.5916,-247068160,0.14
SZSE.002419_2019q3,-2.232,0.1375,76078560,0.124
SZSE.002424_2019q3,-0.7328,2.4726,-26318720,0.06
SZSE.002375_2019q3,0.2704,3.0406,141191168,0.09
SHSE.601699_2019q3,-0.958,-3.1845,1453835776,0.21
SZSE.002426_2019q3,-1.5785,-0.763,55917888,-0.0526
SZSE.002382_2019q3,0.2579,-29.3268,169006720,0.15
SHSE.601811_2019q3,-1.9257,-1.9149,143503616,0.14
SZSE.002434_2019q3,-0.0701,5.5466,78441240,0.09
SZSE.002384_2019q3,4.1814,-16.2766,845006656,0.3
SZSE.002390_2019q3,0.4563,-0.255,-46866816,0.05
SZSE.002385_2019q3,3.3693,-3.7663,173650688,0.06
SZSE.002440_2019q3,-2.9644,5.2766,210347264,0.22
SZSE.002437_2019q3,-1.2351,-7.3901,88576000,0.0355
SZSE.002387_2019q3,-2.8814,-32.213,-1543256192,-0.1724
SZSE.002439_2019q3,2.8483,2.4316,-779008,0.093
SZSE.002444_2019q3,0.8576,-22.0878,160826112,0.2642
SZSE.002500_2019q3,-1.4611,-5.2135,0,0.0286
SZSE.002503_2019q3,0.5772,9.2458,220193792,0.04
SZSE.002399_2019q3,-3.422,-2.7869,-302777796,0.1001
SZSE.002505_2019q3,0.1578,-12.6924,-19983360,0.0038
SZSE.002507_2019q3,1.3569,1.7254,111755648,0.26
SZSE.002463_2019q3,3.062,3.4523,373152000,0.2213
SZSE.002465_2019q3,-0.3969,-0.1761,47768576,0.03
SZSE.002470_2019q3,-1.9938,-4.0928,-597803008,0.02
SHSE.601799_2019q3,0.3266,-0.2558,152899840,0.6948
SHSE.601860_2019q3,0.4884,-0.2293,0,0.11
SZSE.002482_2019q3,1.11,-3.0747,127758848,0.1
SZSE.002491_2019q3,0.7469,8.6469,-368341888,0.0374
SHSE.601865_2019q3,3.3871,10.5848,-716482360,0.12
SHSE.601866_2019q3,-0.5827,-4.2923,-4413603840,0.0337
SHSE.601872_2019q3,-0.013,-4.0903,1249174528,0.04
SZSE.002544_2019q3,-0.4477,-1.2487,-68402304,0.0237
SHSE.601869_2019q3,-0.1744,2.2633,-195807232,0.28
SHSE.601880_2019q3,0.7624,3.1832,346650880,0.0196
SZSE.002603_2019q3,-1.9012,3.1034,-69182464,0.1
SHSE.601928_2019q3,-2.0261,-4.8552,178872320,0.0987
SHSE.603000_2019q3,1.2807,-6.4144,89519232,0.04
SZSE.002572_2019q3,3.0344,-1.1406,253708416,0.3604
SZSE.002573_2019q3,-0.237,1.1038,39567872,0.0964
SZSE.002625_2019q3,0.0226,-1.1405,-255233536,0.02
SZSE.002583_2019q3,1.6501,19.9976,-230042752,0.0484
SHSE.601958_2019q3,0.404,-4.4384,-593022720,0.054
SZSE.002635_2019q3,1.1901,-7.1431,134862976,0.26
SZSE.002640_2019q3,-0.015,-2.3508,184578560,0.15
SHSE.601966_2019q3,1.283,-1.484,-545234928,0.42
SZSE.002589_2019q3,-0.0389,-6.0713,-152024576,0.13
SHSE.601969_2019q3,1.2476,-9.0207,272740104,0.04
SHSE.603025_2019q3,-3.0779,1.5201,36307584,0.05
SZSE.002701_2019q3,-0.9366,0.7145,-348123488,0.0861
SHSE.601975_2019q3,0.3679,5.0731,141127328,0.0389
SZSE.002653_2019q3,0.9736,-13.6899,3999616,0.14
SZSE.002709_2019q3,0.6423,1.908,22111904,0.02
SZSE.002670_2019q3,-3.7607,11.4731,-245448704,-0.0969
SZSE.002665_2019q3,-0.0398,0.7554,-173320832,0.0015
SZSE.002672_2019q3,-1.617,2.5432,-62389120,0.09
SZSE.002681_2019q3,0.5445,-0.4661,-394832704,0.029
SHSE.603056_2019q3,-1.5468,-1.7228,-304636928,0.01
SZSE.002690_2019q3,4.5322,2.4176,160055168,0.2879
SZSE.002745_2019q3,1.2503,-18.3809,116729216,0.23
SHSE.603077_2019q3,0.1806,-0.7774,-77728832,0.02
SZSE.002812_2019q3,0.9873,-11.5597,459570064,-0.04
SZSE.002807_2019q3,0.3437,-5.0492,0,0.1085
SZSE.002815_2019q3,-2.584,-1.8503,61586560,0.1472
SZSE.002821_2019q3,0.6105,0.3356,38922880,0.6
SZSE.002818_2019q3,-0.2793,2.8857,117421248,0.26
SZSE.002831_2019q3,3.4802,4.252,-391310976,0.3569
SZSE.002839_2019q3,0.1622,4.373,0,0.15
SHSE.603225_2019q3,3.1211,-9.1342,-235388416,0.44
SZSE.002797_2019q3,0.4599,-13.4357,0,0.04
SHSE.603233_2019q3,-1.3153,-0.9956,69516672,0.34
SHSE.603228_2019q3,-0.708,-0.8424,142494720,0.34
SZSE.002920_2019q3,-0.3807,7.8923,-5064448,0.07
SZSE.002867_2019q3,-0.2563,-4.918,225454592,0.36
SHSE.603198_2019q3,-2.4014,0.0969,136444928,0.19
SZSE.002925_2019q3,0.2218,4.3142,-37731072,0.51
SZSE.002926_2019q3,-1.1995,-8.5703,0,0.11
SHSE.603256_2019q3,-2.2636,-0.6612,173448000,0.02
SZSE.002936_2019q3,-0.8144,-1.5665,0,0.19
SZSE.002941_2019q3,2.8562,5.9599,-27543552,0.08
SHSE.603317_2019q3,3.378,-7.8053,90506496,0.23
SZSE.002946_2019q3,1.8875,-0.1636,-600074624,0.09
SZSE.002948_2019q3,-1.421,-8.8738,0,0
SHSE.603328_2019q3,3.2377,-2.2203,-1299768320,0.17
SZSE.002957_2019q3,3.8618,-18.6518,716517248,0.3287
SHSE.603338_2019q3,1.9124,0.9611,200439296,0.53
SHSE.603355_2019q3,0.885,-0.2185,163479040,0.36
SHSE.603377_2019q3,2.8731,6.4249,61546000,0.16
SHSE.603379_2019q3,-1.7265,-2.5494,154911488,0.41
SHSE.603444_2019q3,-2.5724,-3.6207,86425344,2.86
SHSE.603515_2019q3,-0.5547,-3.8445,200270848,0.27
SHSE.603517_2019q3,-0.9584,-0.4377,238911488,0.3693
SHSE.603486_2019q3,-5.1164,-4.3795,-158060032,-0.05
SHSE.603556_2019q3,-1.5751,-8.5148,202949632,0.19
SHSE.603568_2019q3,-1.1994,0.6691,103541888,0.27
SHSE.603650_2019q3,-1.7257,-3.5676,85566336,0.16
SHSE.603712_2019q3,0.5694,3.5968,93410176,0.06
SHSE.603707_2019q3,0.0254,1.6948,148198400,0.1009
SHSE.603659_2019q3,2.1521,-5.2359,-49484480,0.44
SHSE.603806_2019q3,-0.3668,-1.4861,151508992,0.37
SHSE.603816_2019q3,1.2234,-2.1236,380987136,0.62
SHSE.603766_2019q3,0.664,-0.2626,182075520,0.1139
SHSE.603858_2019q3,1.2521,-1.1309,358360640,0.4958
SHSE.603866_2019q3,1.3173,-1.1093,1024781952,0.3026
SHSE.603868_2019q3,0.2743,1.4967,137848448,0.45
SHSE.603877_2019q3,0.2606,3.9013,-96997248,0.16
SHSE.603882_2019q3,3.3565,-2.0947,192517888,0.32
SHSE.603883_2019q3,-0.4272,-1.1126,-33090528,0.43
SHSE.603885_2019q3,3.1161,0.6984,1339810304,0.36
SHSE.603888_2019q3,-0.8856,-5.4188,210144768,0.0782
SHSE.603939_2019q3,-1.5811,-10.2857,-9127552,0.291
SHSE.603983_2019q3,-9.481,2.9221,880025856,0.26
SHSE.600085_2019q4,-2.1361,-3.4278,646758400,0.138
SHSE.600089_2019q4,0.3341,-1.4822,-2274358272,0.1669
SHSE.600153_2019q4,-1.2362,4.1819,1250656256,0.15
SZSE.000333_2019q4,-3.2322,-0.4442,5644251136,0.88
SHSE.600208_2019q4,-0.5691,26.0819,-1815965696,0.087
SHSE.600170_2019q4,-1.3403,-0.1986,-786661376,0.08
SHSE.600221_2019q4,-0.3946,1.5211,1881358336,0.006
SZSE.000338_2019q4,-1.3597,2.2707,-840218624,0.26
SHSE.600219_2019q4,0.357,0.0304,362590208,0.05
SHSE.600176_2019q4,0.1749,3.1649,1510216960,0.1656
SHSE.600177_2019q4,0.4241,17.3359,344062976,0.22
SHSE.600183_2019q4,0.1252,4.9886,-303592704,0.18
SHSE.600233_2019q4,0.5523,0.4337,197668352,0.1823
SZSE.000413_2019q4,-0.555,-3.3571,-197877760,0.05
SHSE.600188_2019q4,-3.0272,-12.5167,-1857689088,0.3304
SZSE.000415_2019q4,-2.3913,-5.8221,-195897984,0.0446
SHSE.600196_2019q4,-1.3053,-2.505,3547343392,0.22
SZSE.000423_2019q4,-6.7129,-24.233,-840191488,-1.0003
SZSE.000425_2019q4,-2.2514,-3.2312,554022912,0.087
SHSE.603833_2019q4,6.1239,2.6115,2160830080,1.77
SHSE.600309_2019q4,-2.7153,2.8659,-882708480,0.73
SHSE.600271_2019q4,1.221,6.3853,622494720,0.2443
SHSE.600276_2019q4,0.7181,-2.3042,889241600,0.36
SHSE.600332_2019q4,-4.1524,-57.1003,502583296,0.376
SHSE.603799_2019q4,-0.0544,-8.7398,-782661696,0.02
SHSE.600340_2019q4,-11.136,31.7435,7657340928,0.4
SHSE.600346_2019q4,2.1857,14.1048,-1370570752,0.41
SHSE.600297_2019q4,-0.1354,-1.8044,3802331136,0.0908
SHSE.600352_2019q4,-0.3077,8.8649,988334080,0.4243
SHSE.600299_2019q4,-0.6479,0.0204,-124818432,0.07
SHSE.600406_2019q4,1.4887,-3.4547,722340864,0.21
SHSE.600362_2019q4,0.2642,4.801,3135555584,0.22
SZSE.000538_2019q4,-1.4711,1.4443,4228290560,0.51
SHSE.600372_2019q4,0.1725,-2.9743,212469248,0.0549
SHSE.600369_2019q4,-0.4752,1.8685,0,0.03
SHSE.603899_2019q4,2.2384,2.0007,326090624,0.3594
SHSE.600383_2019q4,-0.3446,-21.8743,5487771648,0.4
SHSE.600390_2019q4,0.1559,-4.0985,-3198093312,0.1256
SHSE.600436_2019q4,-1.2207,0.6719,477321728,0.6
SHSE.600438_2019q4,0.0946,1.6399,167287296,0.204
SZSE.300003_2019q4,-3.3269,-4.456,302997760,0.2582
SZSE.000568_2019q4,-3.4023,-0.9053,2176968704,0.714
SHSE.600398_2019q4,-6.6848,5.5587,-60061696,0.11
SZSE.000625_2019q4,2.0294,6.6795,1686748032,-0.08
SZSE.000630_2019q4,0.5212,-1.3579,-1212046656,0.027
SHSE.601006_2019q4,-0.2416,-3.2411,3189371904,0.27
SZSE.000627_2019q4,-0.7123,10.9842,-631793664,0.06
SHSE.601012_2019q4,0.7013,13.5929,357499904,0.41
SZSE.300015_2019q4,3.2193,0.6119,-687713376,0.174
SZSE.000629_2019q4,-6.756,-9.8727,186902784,0.0245
SHSE.601009_2019q4,-1.1891,-2.1895,0,0.36
SHSE.603986_2019q4,-0.4568,14.5827,50420992,0.49
SZSE.300017_2019q4,-6.3871,-4.5696,51984896,-0.0132
SHSE.603993_2019q4,0.064,95.3751,66600960,0.021
SHSE.600516_2019q4,-2.8776,-3.3412,647520256,0.1785
SHSE.601021_2019q4,3.8094,0.704,187615360,0.94
SZSE.300024_2019q4,-0.775,-12.4317,-147249152,0.0463
SHSE.600522_2019q4,-1.4645,5.0121,326893568,0.1137
SHSE.601018_2019q4,-0.6669,1.793,709872128,0.063
SHSE.600519_2019q4,-0.9551,-1.2622,11160985600,8.36
SZSE.000596_2019q4,-3.1247,-3.8869,-526453760,0.98
SZSE.000651_2019q4,0.7703,-2.471,7942356992,1.39
SZSE.300033_2019q4,6.7614,-1.461,434622720,0.82
SHSE.600482_2019q4,-0.448,1.7091,782565376,0.11
SZSE.000703_2019q4,1.5687,-2.8196,-3567172608,0.33
SHSE.600535_2019q4,-2.7661,-2.9067,201495552,0.1549
SZSE.000656_2019q4,0.586,3.713,-3947339776,0.31
SZSE.000661_2019q4,-1.7144,5.6851,1408353792,2.98
SHSE.600487_2019q4,0.8533,1.1303,167602688,0.2412
SZSE.000709_2019q4,0.0599,-7.0006,-76611584,0.048
SHSE.600489_2019q4,0.197,2.9251,220644608,0.02
SZSE.000671_2019q4,0.2549,-24.5626,4175618048,0.18
SHSE.600547_2019q4,-0.3087,17.9838,143897600,0.01
SZSE.000723_2019q4,-2.2247,-12.9566,-25700096,0.05
SHSE.600498_2019q4,-0.3746,-4.7488,-51925504,0.16
SZSE.000725_2019q4,-1.0102,-3.1986,-2535823360,0.005
SHSE.601111_2019q4,2.7728,-1.4752,1109123072,0.26
SHSE.600606_2019q4,-3.5223,-1.4434,-3938680832,0.23
SZSE.000728_2019q4,0.2488,-4.7002,0,0.08
SZSE.300059_2019q4,0.5169,7.9827,306861056,0.0782
SZSE.300070_2019q4,2.2754,25.2778,-3428671536,0.1067
SHSE.601108_2019q4,-0.7617,15.6771,0,0.07
SZSE.300122_2019q4,-2.265,-23.8396,492033024,0.3849
SHSE.600570_2019q4,-8.8684,5.0439,-33340928,0.16
SHSE.600566_2019q4,-2.9129,-0.8711,241843200,0.388
SHSE.601066_2019q4,0.7496,1.3994,0,0.17
SHSE.601117_2019q4,0.0301,4.0991,939374592,0.18
SZSE.300124_2019q4,0.7352,14.6492,-335606016,0.15
SHSE.600583_2019q4,3.8923,11.866,1019213312,0.15
SZSE.300136_2019q4,7.8794,-0.6001,384735232,0.4729
SHSE.600585_2019q4,0.4398,-20.0797,9960869888,1.8459
SZSE.300142_2019q4,-0.4068,-11.5379,-100363008,0.014
SHSE.600637_2019q4,-1.4249,-2.6727,445336576,0.0701
SZSE.300144_2019q4,0.8775,-4.5081,442038144,0.3338
SHSE.600588_2019q4,7.9068,0.3291,859835424,0.3
SHSE.601088_2019q4,-1.9328,-0.0523,-15066996736,0.309
SHSE.601138_2019q4,2.9352,-8.6612,5588287488,0.24
SZSE.000768_2019q4,0.0399,-14.2365,-51423232,0.0429
SHSE.600703_2019q4,-1.1256,2.2263,227235328,0.06
SHSE.600705_2019q4,-0.5434,-2.8583,3567116288,0.08
SHSE.601155_2019q4,20.3479,39.3628,-12520758272,3.95
SZSE.000776_2019q4,0.0673,-3.426,0,0.25
SHSE.600655_2019q4,5.0045,-9.2925,-2661949440,0.508
SHSE.600660_2019q4,0.2073,1.3758,754279680,0.34
SHSE.601211_2019q4,-0.1518,9.1558,0,0.21
SZSE.000783_2019q4,-0.9091,-13.0119,0,0.06
SHSE.601162_2019q4,-0.6409,-10.6774,0,0.005
SHSE.601212_2019q4,0.0064,-17.1373,1330769728,0
SHSE.600663_2019q4,1.3558,-5.3516,-14090871296,0.2931
SZSE.000786_2019q4,3.2289,2.8302,-468852632,0.267
SHSE.601166_2019q4,-0.0397,-3.3315,0,0.91
SHSE.601216_2019q4,-1.8517,0.0862,155254784,0.0603
SHSE.601169_2019q4,-1.1347,-2.6129,0,0.25
SHSE.600674_2019q4,4.4387,1.8848,-507471104,0.3355
SHSE.601225_2019q4,-0.0621,-0.7734,1825377280,0.34
SHSE.600733_2019q4,-3.293,2.0043,4472876032,-0.1049
SHSE.601229_2019q4,-0.0426,-7.581,0,0.4
SHSE.600690_2019q4,-0.6928,-1.666,-2265301504,0.412
SHSE.600741_2019q4,-0.7032,2.4407,1895513088,0.496
SHSE.601186_2019q4,0.4453,0.3674,11764981760,0.39
SHSE.601236_2019q4,0.9547,-17.5496,0,0.07
SZSE.000858_2019q4,-3.6237,0.0934,3273666560,0.827
SHSE.601238_2019q4,-1.8613,4.2064,-3817706496,0.14
SHSE.601198_2019q4,-1.3146,-0.965,0,0.087
SHSE.600760_2019q4,-0.5456,-43.2763,78993920,0.13
SZSE.000876_2019q4,3.7933,0.4715,-348081152,0.36
SHSE.600809_2019q4,-3.248,3.4233,414844672,0.5841
SHSE.600816_2019q4,-3.9999,11.2048,0,-0.0652
SZSE.000938_2019q4,-0.1877,8.2834,255492096,0.193
SHSE.601318_2019q4,-4.5475,1.0175,0,1.12
SHSE.601319_2019q4,-3.8255,2.815,0,0.03
SZSE.000895_2019q4,-0.417,8.7848,943471872,0.4503
SZSE.002001_2019q4,-0.4777,2.6554,883277312,0.2539
SZSE.000898_2019q4,-0.9791,0.6531,-911000064,0.007
SHSE.601328_2019q4,-0.6019,-2.3773,0,0.23
SZSE.002010_2019q4,-1.3489,1.008,1187792128,0.06
SZSE.000961_2019q4,1.7572,-15.7261,-3092836352,0.2566
SHSE.601336_2019q4,-4.4432,5.6639,0,0.5
SZSE.002007_2019q4,-0.6076,-14.5798,278528512,0.2276
SHSE.600837_2019q4,-0.3344,-10.5791,0,0.19
SZSE.002008_2019q4,0.3784,-12.4825,349228032,0.21
SZSE.000963_2019q4,-3.1109,-0.0154,150044160,0.3525
SHSE.601288_2019q4,-0.4149,-1.6771,0,0.17
SHSE.600795_2019q4,-1.0195,-0.0897,12471820288,0.037
SZSE.300347_2019q4,-0.6596,-2.1066,178925440,-0.001
SHSE.600900_2019q4,4.2329,-8.5145,16465559552,0.4209
SHSE.601298_2019q4,-0.6749,-0.1644,-607147008,0.13
SHSE.600848_2019q4,0.3761,-13.1577,509128704,0.2299
SZSE.002024_2019q4,13.1932,-6.2808,-28521441280,1.0664
SHSE.601360_2019q4,-5.2328,2.4408,1064919040,0.17
SZSE.002032_2019q4,-1.1741,0.0727,425217792,0.501
SZSE.300408_2019q4,-0.4359,2.2864,182127104,0.11
SZSE.300413_2019q4,-4.6053,4.2263,314297856,-0.24
SZSE.002027_2019q4,1.5849,1.4763,613793280,0.044
SHSE.600867_2019q4,-3.3737,4.3713,123579904,0.08
SZSE.002044_2019q4,7.4698,4.9599,172820864,0.09
SHSE.600919_2019q4,-0.2186,0.1374,0,0.35
SZSE.002050_2019q4,-0.0866,-0.0041,411108352,0.13
SZSE.300433_2019q4,10.854,4.1617,1241096960,0.3198
SHSE.600926_2019q4,-0.637,0.1172,0,0.32
SHSE.601377_2019q4,-1.0477,23.5087,0,0.0609
SHSE.600928_2019q4,-0.0929,-8.5245,0,0.15
SHSE.601390_2019q4,-0.826,0.8669,1560788992,0.214
SHSE.600886_2019q4,3.1315,-3.7825,4074515968,0.283
SHSE.600887_2019q4,0.3712,-0.8546,-5210046464,0.31
SHSE.600893_2019q4,-0.4309,-13.7632,5771896832,0.04
SZSE.002120_2019q4,-0.502,-1.2577,-156521472,0.3
SHSE.601398_2019q4,-1.1487,-1.5945,0,0.15
SZSE.002081_2019q4,0.4558,-3.8521,631778304,0.2401
SHSE.600958_2019q4,0.185,-22.3421,0,0.1
SZSE.002142_2019q4,-0.0779,0.63,0,0.71
SHSE.600968_2019q4,-1.0982,-6.0279,-897538048,0.0183
SZSE.002146_2019q4,1.3148,1.4648,-1327882240,0.44
SZSE.002202_2019q4,-1.0337,-3.8065,-544809472,0.0763
SZSE.002153_2019q4,0.0941,1.6647,113413120,0.1
SHSE.600977_2019q4,-1.8228,-7.6316,292918784,0.103
SHSE.600989_2019q4,-0.3707,-0.9624,-80587264,0.13
SHSE.601600_2019q4,-0.4654,-10.4539,-3993051136,-0.001
SHSE.601601_2019q4,-2.1913,1.3958,0,0.53
SZSE.300498_2019q4,14.5636,-1.9268,1436208128,0.8974
SHSE.600998_2019q4,-0.7241,1.0236,607588352,0.15
SHSE.600999_2019q4,1.1383,-0.3111,0,0.34
SZSE.002230_2019q4,0.6138,-7.307,2536125696,0.09
SHSE.601555_2019q4,-1.3216,-19.6205,0,0.06
SHSE.601607_2019q4,-1.2208,-2.2959,-1015351296,0.2441
SZSE.002179_2019q4,-1.9174,-8.8821,392431104,0.2431
SZSE.002241_2019q4,1.6017,-4.8797,-442565824,0.15
SZSE.002236_2019q4,-0.2156,-0.8157,452620288,0.22
SHSE.601618_2019q4,-1.3997,-0.2179,7533502464,0.06
SZSE.002252_2019q4,-0.2238,0.9539,168258560,0.04
SHSE.601577_2019q4,0.185,-4.4045,0,0.43
SHSE.601628_2019q4,-5.7516,0.5172,0,0.02
SZSE.002304_2019q4,-5.4073,-9.3821,370581504,1.0382
SHSE.601633_2019q4,1.538,8.8979,1387729920,0.1534
SZSE.002311_2019q4,5.6534,-3.9605,-306156864,0.47
SZSE.002271_2019q4,1.989,-2.2431,696428032,0.44
SZSE.002294_2019q4,-4.8104,-3.0998,209462528,0.09
SHSE.601668_2019q4,-0.7009,-0.5502,4848418816,0.23
SHSE.601669_2019q4,-0.25,1.8175,2615449600,0.1039
SZSE.002352_2019q4,-0.2471,2.9982,5300693504,0.34
SHSE.601727_2019q4,-1.267,4.3204,3128360960,0.0238
SZSE.002410_2019q4,0.5629,-1.9869,-882705120,0.0681
SZSE.002411_2019q4,-0.7245,4.3431,189199232,0.0846
SHSE.601688_2019q4,0.3212,6.5991,0,0.26
SZSE.002415_2019q4,4.6736,3.2589,3515865088,0.416
SHSE.601800_2019q4,0.1536,-1.2615,15323230976,0.29
SZSE.002422_2019q4,-1.9207,-8.5617,-1491594240,0.13
SHSE.601698_2019q4,-0.111,-2.9473,-455570176,0.0241
SHSE.601808_2019q4,-0.9415,-13.6473,264552704,0.0844
SHSE.601766_2019q4,1.1678,2.7269,3185696768,0.12
SHSE.601818_2019q4,-1.6341,-2.7188,0,0.11
SHSE.601828_2019q4,-1.0143,-3.3623,-1338546688,0.31
SZSE.002460_2019q4,-2.015,-3.8698,-148728576,0.02
SZSE.002456_2019q4,2.2906,-7.5417,329839104,0.0589
SZSE.002508_2019q4,0.9713,3.4056,389593088,0.43
SHSE.601838_2019q4,0.6541,-1.911,0,0.42
SHSE.601788_2019q4,-5.0697,-14.1082,0,-0.3668
SZSE.002466_2019q4,-1.985,1.0692,-245245696,-0.05
SHSE.601901_2019q4,-0.2623,-21.219,0,0.04
SZSE.002468_2019q4,-2.5043,-7.6112,-151750656,0.18
SZSE.002475_2019q4,4.1618,-7.3278,777709568,0.18
SHSE.601857_2019q4,-0.3381,0.8958,-66793996288,0.046
SZSE.001979_2019q4,-4.4967,-3.8915,11015331840,0
SZSE.002493_2019q4,1.5136,-10.6465,-6438299648,0.1237
SHSE.601919_2019q4,1.0483,-24.0544,9531692288,0.08
SZSE.002601_2019q4,-1.429,5.5792,-919561120,0.25
SHSE.601881_2019q4,0.0412,-18.6231,0,0.14
SZSE.002602_2019q4,1.1742,-4.8533,344816640,0.1414
SHSE.601877_2019q4,0.6891,-3.5998,360071168,0.5
SHSE.601878_2019q4,0.0965,-4.0308,0,0.08
SHSE.601933_2019q4,-3.6533,0.8866,346323872,0.02
SZSE.002555_2019q4,-0.8363,-11.1066,376666368,0.25
SZSE.002607_2019q4,9.9356,-0.5476,140835840,0.13
SZSE.002558_2019q4,-0.1745,2.2646,-1664294656,0.11
SHSE.601888_2019q4,-6.4577,-11.1109,949914624,0.4694
SHSE.601939_2019q4,-0.7241,1.5851,0,0.28
SZSE.002624_2019q4,-1.3554,5.7126,313563648,0.35
SHSE.601898_2019q4,-2.1523,1.9839,-5531232256,-0.01
SHSE.601899_2019q4,-0.6222,-5.0156,2434605056,0.049
SZSE.002594_2019q4,-1.5691,-9.3952,271995904,0.02
SHSE.603019_2019q4,6.2935,-19.0586,-7375104,0.38
SHSE.601985_2019q4,-0.7116,-2.3073,342440448,0.07
SHSE.601992_2019q4,-2.6473,-5.9889,513646592,0.06
SZSE.002714_2019q4,25.8546,23.2453,3667988864,2.16
SHSE.601988_2019q4,-1.7107,-1.7438,0,0.09
SHSE.601989_2019q4,-0.7858,-5.6363,45350912,0.003
SZSE.002673_2019q4,-1.2865,2.0292,0,0.018
SHSE.601997_2019q4,0.9276,6.6238,0,0.52
SHSE.601998_2019q4,-1.6041,-3.515,0,0.14
SZSE.002736_2019q4,-0.2766,-15.1796,0,0.12
SZSE.002739_2019q4,0.2606,3.7292,715345992,0.147
SZSE.002773_2019q4,0.8941,0.6195,-99780608,0.24
SHSE.603160_2019q4,1.7558,-10.1364,628661760,1.55
SHSE.603156_2019q4,-2.3662,1.7675,472982528,0.4383
SZSE.002841_2019q4,15.8652,-7.5301,411128576,1.3163
SZSE.002916_2019q4,0.497,-5.0578,1396403152,1.08
SHSE.603260_2019q4,-2.1884,-7.6354,-298014848,0.22
SHSE.603259_2019q4,-2.8871,-0.166,-673822208,0.06
SZSE.002938_2019q4,5.551,1.8934,627771392,0.48
SZSE.002939_2019q4,-0.0596,3.3336,0,0.08
SZSE.002945_2019q4,0.8017,1.2808,0,0.04
SZSE.002958_2019q4,1.1151,-5.6612,0,0.17
SHSE.603288_2019q4,-0.1876,-0.4034,1524734976,0.56
SZSE.000001_2019q4,-1.4669,-0.6016,0,0.22
SZSE.000002_2019q4,7.554,-3.621,10493591552,1.839
SZSE.000100_2019q4,-2.4944,-11.8513,2040589056,0.0377
SHSE.603501_2019q4,1.3138,58.1803,4495548928,0.11
SZSE.000063_2019q4,-1.8218,-3.2074,1041884160,0.24
SHSE.600000_2019q4,-0.2115,-3.5889,0,0.55
SZSE.000069_2019q4,3.7226,1.6837,16691838976,0.3886
SHSE.600004_2019q4,-0.5529,-3.2233,99934720,0.07
SHSE.600010_2019q4,-0.94,1.4661,7079796736,0.0033
SHSE.600011_2019q4,-0.689,0.102,5490810880,0.09
SHSE.600009_2019q4,-1.2912,-1.4261,917902336,0.54
SHSE.600015_2019q4,-0.5111,1.1831,0,0.31
